dataset,design,level,drop,retained_difference_fraction_bits,cases,mae,mred,rmse,mean_error,max_relative,author_normalizer_out_of_range_cases,equation27_normalized_rmse,equation27_mred
targeted_boundaries,pace_z_l3_d4,3,4,19,2869,0.001093878115980463,0.0015940661165253277,0.009744768122461637,0.00034692417740176507,0.24609367572702467,15,0.004015262015448688,0.00038910100607905744
targeted_boundaries,pace_z_l3_d8,3,8,15,2869,0.0010972077681517176,0.0015973274224494495,0.009745495681212673,0.00034042348999704073,0.24609367572702467,15,0.004017056537321187,0.0003923731838433304
targeted_boundaries,pace_z_l3_d12,3,12,11,2869,0.0011900843427660624,0.0016889922922041353,0.009760087425726278,0.00022630556729225833,0.24609367572702467,15,0.00405258525844927,0.0004841055725639779
targeted_boundaries,pace_z_l3_d14,3,14,9,2869,0.0015811955882379818,0.0020763480268896012,0.009833555621197237,-0.00017938595783695112,0.24609367572702467,15,0.004226459141451596,0.0008714613072494462
targeted_boundaries,pace_z_l3_d15,3,15,8,2869,0.002147397960161961,0.0026377012609872736,0.009991258506750233,-0.0007483170082356094,0.24609367572702467,15,0.004581417604616376,0.0014328145413471177
targeted_boundaries,pace_z_l3_d16,3,16,7,2869,0.0033209740283177665,0.003801755506765372,0.010503841910586245,-0.001926780571459948,0.24609367572702467,15,0.005612025980140166,0.002596868787125219
targeted_boundaries,pace_z_l3_d17,3,17,6,2869,0.00574932651060899,0.006211769555418181,0.012206831229424153,-0.004364910622762673,0.24609367572702467,15,0.008376805440191688,0.005006882835778024
targeted_boundaries,pace_z_l3_d18,3,18,5,2869,0.010768434746025088,0.011197040568562331,0.01731007083148724,-0.0094035765750762,0.24609367572702467,15,0.014859431109914173,0.009992153848922153
targeted_boundaries,pace_z_l4_d0,4,0,23,2869,0.0008992090388034704,0.0014812368364321765,0.009062400336660665,0.0005159956089257233,0.24609367572702467,15,0.0018135265497765472,0.0002762491346129216
targeted_boundaries,pace_z_l4_d4,4,4,19,2869,0.0008993190969835295,0.0014813434987642838,0.009062411709060985,0.0005156685832326563,0.24609367572702467,15,0.0018136070199259793,0.0002763721987863176
