level,residual_drop,variant,cases,mae,mred,rmse,mean_error,mae_change_pct,mred_change_pct,rmse_change_pct,cost_proxy,within_10pct
1,10,midpoint_bias,250000,0.01562583706492734,0.007610530203643322,0.020834148713598857,6.421089137402305e-07,0.005375362262327599,0.004615895439807893,0.0007288608802058505,150,yes
1,10,round_nearest,250000,0.015625527330481507,0.007610418976496038,0.020834126199796736,-8.227348362597695e-07,0.003393061449274981,0.003154337855315603,0.000620798071770956,168,yes
1,12,floor,250000,0.01565120050960032,0.007624368091133221,0.020848948440390105,-0.0007273852348362597,0.16770143762467882,0.18644982634901108,0.07176528700980622,120,yes
1,12,midpoint_bias,250000,0.01563140368340438,0.0076128685255916154,0.020836080711004627,5.036640163740231e-06,0.04100172698005,0.035342136847682504,0.010002153079002873,126,yes
1,12,round_nearest,250000,0.01562916481530871,0.00761208164349677,0.020836318623194815,-8.227348362597695e-07,0.026672968567686972,0.025002273586594015,0.011144095221715666,140,yes
1,14,floor,250000,0.015962415257649614,0.007767123627587943,0.02107157687595286,-0.0029070727348362597,2.1594761865626477,2.062299761648867,1.1403477439883236,96,yes
1,14,midpoint_bias,250000,0.015705662864670327,0.00764392992644134,0.020867283102400953,2.261476516374023e-05,0.5162605733213921,0.44349812309736336,0.15976886179978056,102,yes
1,14,round_nearest,250000,0.015671811359694237,0.007631608068880993,0.02087010212919844,-8.227348362597695e-07,0.2996109021617066,0.28158527347079687,0.17329975947659726,112,yes
1,16,floor,250000,0.019398850987420273,0.009352915067260709,0.024382705991029683,-0.01162582273483626,24.152668847925064,22.90006790280057,17.0332613164079,72,no
1,16,midpoint_bias,250000,0.01632945661806442,0.007921060628298728,0.021388979857559415,9.292726516374024e-05,4.508541319472958,4.0850774415545965,2.6638335335734897,78,yes
1,16,round_nearest,250000,0.016329206308978324,0.007923262903661655,0.021389686520482166,-8.227348362597695e-07,4.506939341031235,4.11401599062704,2.6672254075734925,84,yes
1,18,floor,250000,0.047763185138455844,0.022421516444371892,0.0547928763685381,-0.04650082273483625,205.68444035485766,194.6253519550167,162.99743025552294,48,no
1,18,midpoint_bias,250000,0.0226976239783916,0.01079555987772687,0.02846126716153026,0.00037417726516374036,45.26481982110009,41.8568470343192,36.609731435752146,54,no
1,18,round_nearest,250000,0.022704333238088813,0.010851972497910905,0.028471422796964803,-8.227348362597695e-07,45.3077590909539,42.59812553426643,36.65847693332254,56,no
1,20,floor,250000,0.1860547763311642,0.08578810723300287,0.20377634252689708,-0.18600082273483626,1090.7507845901343,1027.2810806435282,878.0952923693545,24,no
1,20,midpoint_bias,250000,0.06529347915245237,0.030369115469475228,0.08031358180250509,0.001499177265163742,317.8783424028626,299.0591517730563,285.4929149294288,30,no
