candidate,reference,mred_change_pct,rmse_change_pct,area_change_pct,delay_change_pct,power_change_pct,adp_change_pct,both_errors_no_worse,strict_adp_win
stdm_tune_13,fpd2d_2x4_t19,-88.05436016822692,-87.80074558192976,301.0622131507147,119.17827220773458,463.76019818331963,779.0412292618381,True,False
stdm_tune_00_narrow,fpd2d_2x4_t19,-76.28759792880186,-74.00863540288611,183.91502247584705,83.84980302946235,307.0295623451694,421.97720959289865,True,False
stdm_tune_02_narrow,fpd2d_2x4_t19,-82.4776734900437,-80.17063820451045,219.11987781048828,84.30824502025192,382.5664739884393,488.1642463032833,True,False
stdm_tune_04_narrow,fpd2d_2x4_t19,-84.1378536230689,-81.65835787675441,238.7708635662547,98.85632247683516,422.96680429397196,573.6672809108708,True,False
stdm_tune_05_narrow,fpd2d_2x4_t19,-83.58161944018441,-83.95655285182345,257.51137976301317,90.79093380680243,367.00313790255984,582.0992999154365,True,False
stdm_tune_06_narrow,fpd2d_2x4_t19,123.04455229883446,126.25261385808648,13.429438430033414,25.747655773178725,72.62758051197358,42.634859782448096,False,False
stdm_tune_10_narrow,fpd2d_2x4_t19,-43.659599559637606,-35.21964769548238,177.92109106456678,88.23863951617379,341.96069364161843,423.1548807484469,True,False
stdm_tune_13_narrow,fpd2d_2x4_t19,-88.05436016822692,-87.80074558192976,275.26555239196125,99.42850801753316,405.0569777043765,648.3864922390427,True,False
stdm_tune_00_binary,fpd2d_2x4_t19,-76.28759792880186,-74.00863540288611,231.25948296021343,103.63632580591467,514.7111478117258,574.5646399838486,True,False
stdm_tune_00_csd,fpd2d_2x4_t19,-76.28759792880186,-74.00863540288611,255.91805634869283,98.4318648393719,555.7793559042115,606.2548365127577,True,False
