level,dx,dy,w,b,input_bits,objective,coefficients,mae,mred,rmse,max_relative,p99_relative,cost_proxy
0,16,18,14,9,23,mse,235,0.04318456184317197,0.04345443488726676,0.055720622415066284,0.27321579540561347,0.1938418266379881,171
0,16,18,14,9,23,mred,230,0.04042145047758246,0.03995534387883209,0.06053893116938163,0.28867928912038765,0.21099412819888197,171
0,16,18,14,10,23,mse,470,0.04318456184317197,0.04345443488726676,0.055720622415066284,0.27321579540561347,0.1938418266379881,182
0,16,18,14,10,23,mred,460,0.04042145047758246,0.03995534387883209,0.06053893116938163,0.28867928912038765,0.21099412819888197,182
0,16,18,14,11,23,mse,941,0.043488049807153824,0.04378602335452489,0.05571621474548497,0.27244262071987474,0.1929842115599434,193
0,16,18,14,11,23,mred,920,0.04042145047758246,0.03995534387883209,0.06053893116938163,0.28867928912038765,0.21099412819888197,193
0,16,18,16,5,23,mse,15,0.051247302499596255,0.05187836674270899,0.05957676232797779,0.2613380393638304,0.17668952507709423,117
0,16,18,16,5,23,mred,14,0.05093318963842928,0.04930824520934325,0.07617438007099947,0.3105821700729084,0.23157689007195462,117
0,16,18,16,6,23,mse,29,0.040603361691051956,0.04047268984700647,0.057761044611539976,0.2859601047183694,0.20413320757452444,126
0,16,18,16,7,23,mse,59,0.044205699730188355,0.044593318803677215,0.05574906422639515,0.2736490720410999,0.19041136632580932,135
0,16,18,16,7,23,mred,58,0.040603361691051956,0.04047268984700647,0.057761044611539976,0.2859601047183694,0.20413320757452444,135
0,16,18,16,8,23,mse,118,0.044205699730188355,0.044593318803677215,0.05574906422639515,0.2736490720410999,0.19041136632580932,144
0,16,18,16,8,23,mred,115,0.04046127684007421,0.040004335291002016,0.06084166369202771,0.2921156210570041,0.21099412819888197,144
0,16,18,16,9,23,mse,235,0.042940120295813844,0.04322286785577016,0.05569791973454619,0.2767268302104173,0.1938418266379881,153
0,16,18,16,9,23,mred,230,0.04046127684007421,0.040004335291002016,0.06084166369202771,0.2921156210570041,0.21099412819888197,153
0,16,18,16,10,23,mse,471,0.04354267227907812,0.04388014720105202,0.05567652379426547,0.27518795112575856,0.19212659648189873,162
0,16,18,16,10,23,mred,461,0.040364938681947723,0.03999344155835836,0.059955540756402456,0.29057674197234545,0.2092788980427926,162
0,16,18,16,11,23,mse,941,0.043234202450617966,0.0435447163546182,0.05567547534263805,0.27595739066808794,0.1929842115599434,171
0,16,18,16,11,23,mred,921,0.04039932232902467,0.03998565826304947,0.060389396639205103,0.2913461815146748,0.21013651312083728,171
0,16,18,18,5,23,mse,15,0.04884756229571609,0.04957791280175746,0.05793389914862709,0.2828524654017771,0.18904717585884492,107
0,16,18,18,6,23,mse,30,0.04884756229571609,0.04957791280175746,0.05793389914862709,0.2828524654017771,0.18904717585884492,114
0,16,18,18,6,23,mred,29,0.04056570478153938,0.04050243903116126,0.059448818145117675,0.30675738322171786,0.2160789366635501,114
0,16,18,18,7,23,mse,59,0.04284200904862642,0.043297474157705934,0.05580015416072495,0.2948049243117475,0.2025630562611975,121
0,16,18,18,7,23,mred,58,0.04056570478153938,0.04050243903116126,0.059448818145117675,0.30675738322171786,0.2160789366635501,121
0,16,18,18,8,23,mse,118,0.04284200904862642,0.043297474157705934,0.05580015416072495,0.2948049243117475,0.2025630562611975,128
0,16,18,18,8,23,mred,116,0.04056570478153938,0.04050243903116126,0.059448818145117675,0.30675738322171786,0.2160789366635501,128
0,16,18,18,9,23,mse,237,0.044038067194479,0.04459095996368342,0.05578667895068084,0.2918168095842549,0.19918408616060937,135
0,16,18,18,9,23,mred,232,0.04056570478153938,0.04050243903116126,0.059448818145117675,0.30675738322171786,0.2160789366635501,135
0,16,18,18,10,23,mse,473,0.043418136546388514,0.04392349893630906,0.05574696628044514,0.2933108669480012,0.20087357121090343,142
0,16,18,18,10,23,mred,463,0.04062372578203601,0.040488297088312,0.060277319263437226,0.30825144058546416,0.21776842171384417,142
0,16,18,18,11,23,mse,946,0.043418136546388514,0.04392349893630906,0.05574696628044514,0.2933108669480012,0.20087357121090343,149
0,16,18,18,11,23,mred,927,0.04058096200848123,0.04048195746575358,0.05985368256422242,0.307504411903591,0.21692367918869712,149
0,16,18,20,5,23,mse,15,0.044143754360388136,0.045557665124418736,0.05818813917422051,0.33094647823391443,0.23431269095074259,97
0,16,18,20,6,23,mse,30,0.044143754360388136,0.045557665124418736,0.05818813917422051,0.33094647823391443,0.23431269095074259,102
0,16,18,20,7,23,mse,60,0.044143754360388136,0.045557665124418736,0.05818813917422051,0.33094647823391443,0.23431269095074259,107
0,16,18,20,7,23,mred,59,0.043548313099991,0.04464674550510416,0.062266696160562955,0.3420973702633492,0.24707414610156356,107
0,16,18,20,8,23,mse,121,0.046074931395196396,0.04755007346389423,0.058134124259163075,0.32537103221919705,0.22793196337533211,112
0,16,18,20,8,23,mred,119,0.04323349891798972,0.04452105480904782,0.05959626293945905,0.3365219242486318,0.24069341852615306,112
0,16,18,20,9,23,mse,241,0.044977943003600376,0.04643143961102701,0.05798940840483398,0.32815875522655574,0.23112232716303735,117
0,16,18,20,9,23,mred,237,0.0432111437656503,0.044413383977322946,0.06078224673968541,0.3393096472559905,0.24388378231385832,117
0,16,18,20,10,23,mse,482,0.044977943003600376,0.04643143961102701,0.05798940840483398,0.32815875522655574,0.23112232716303735,122
0,16,18,20,10,23,mred,474,0.0432111437656503,0.044413383977322946,0.06078224673968541,0.3393096472559905,0.24388378231385832,122
0,16,18,20,11,23,mse,964,0.044977943003600376,0.04643143961102701,0.05798940840483398,0.32815875522655574,0.23112232716303735,127
0,16,18,20,11,23,mred,949,0.043185932746143824,0.04441177047457053,0.06045700796620118,0.3386127165041508,0.24308619136693202,127
0,16,18,22,5,23,mse,16,0.07847579336529437,0.08516980805488422,0.09737372993508991,0.5602681823387686,0.522084946344864,87
0,16,18,22,6,23,mse,33,0.07840506316037435,0.08459690361530234,0.09617005820848155,0.5465265630368552,0.5071501009181411,90
0,16,18,22,7,23,mse,65,0.07738072640005791,0.08392672730364614,0.0953620838032945,0.553397372687812,0.5146175236315026,93
0,16,18,22,8,23,mse,130,0.07738072640005791,0.08392672730364614,0.0953620838032945,0.553397372687812,0.5146175236315026,96
0,16,18,22,9,23,mse,261,0.07745410207950892,0.08392891918250248,0.09529826228968827,0.5516796702750727,0.5127506679531623,99
0,16,18,22,9,23,mred,260,0.07738072640005791,0.08392672730364614,0.0953620838032945,0.553397372687812,0.5146175236315026,99
0,16,18,22,10,23,mse,522,0.07745410207950892,0.08392891918250248,0.09529826228968827,0.5516796702750727,0.5127506679531623,102
0,16,18,22,10,23,mred,521,0.07740123957823955,0.08391281405687229,0.09530794756885148,0.5525385214814423,0.5136840957923324,102
0,16,18,22,11,23,mse,1043,0.07742349621694704,0.08391704793060978,0.09529754625495203,0.5521090958782575,0.5132173818727472,105
0,16,18,22,11,23,mred,1042,0.07740123957823955,0.08391281405687229,0.09530794756885148,0.5525385214814423,0.5136840957923324,105
0,16,20,14,5,23,mse,14,0.04503368257911941,0.04278488255617937,0.06611782359669646,0.22826794141620324,0.17497295621377518,115
0,16,20,14,6,23,mse,29,0.05249354725904053,0.051997536750171575,0.06466381831881798,0.20070608218106764,0.1492906960239796,126
0,16,20,14,6,23,mred,28,0.04503368257911941,0.04278488255617937,0.06611782359669646,0.22826794141620324,0.17497295621377518,126
0,16,20,14,7,23,mse,57,0.046469508004058496,0.04521528434201999,0.06262204171379904,0.21448701179863544,0.16024033043187833,137
0,16,20,14,7,23,mred,56,0.04503368257911941,0.04278488255617937,0.06611782359669646,0.22826794141620324,0.17497295621377518,137
0,16,20,14,8,23,mse,114,0.046469508004058496,0.04521528434201999,0.06262204171379904,0.21448701179863544,0.16024033043187833,148
0,16,20,14,8,23,mred,112,0.04503368257911941,0.04278488255617937,0.06611782359669646,0.22826794141620324,0.17497295621377518,148
0,16,20,14,9,23,mse,229,0.04762062195834557,0.046581828121820976,0.06260939188195368,0.21104177939424348,0.1565571739864041,159
0,16,20,14,9,23,mred,224,0.04503368257911941,0.04278488255617937,0.06611782359669646,0.22826794141620324,0.17497295621377518,159
0,16,20,14,10,23,mse,457,0.04701159647039914,0.045868384553180874,0.06257141245677426,0.21276439559643945,0.1583987522091412,170
0,16,20,14,10,23,mred,449,0.04488672596580984,0.0427732127648753,0.06539484821531759,0.22654532521400725,0.1731313779910381,170
0,16,20,14,11,23,mse,914,0.04701159647039914,0.045868384553180874,0.06257141245677426,0.21276439559643945,0.1583987522091412,181
0,16,20,14,11,23,mred,897,0.04495026542961246,0.04276969381122314,0.06574678541049733,0.22740663331510524,0.17405216710240665,181
0,16,20,16,5,23,mse,14,0.045093601650354226,0.04283074312066329,0.06633794752150822,0.23144379350914066,0.1759301116538664,105
0,16,20,16,6,23,mse,29,0.05207913417053158,0.051568971989172444,0.06439228560123784,0.20399535756303855,0.150179140214844,114
0,16,20,16,6,23,mred,28,0.045093601650354226,0.04283074312066329,0.06633794752150822,0.23144379350914066,0.1759301116538664,114
0,16,20,16,7,23,mse,57,0.04625010404002662,0.044979713893703546,0.06260303023952644,0.21771957553608962,0.16121457793339972,123
0,16,20,16,7,23,mred,56,0.045093601650354226,0.04283074312066329,0.06633794752150822,0.23144379350914066,0.1759301116538664,123
0,16,20,16,8,23,mse,114,0.04625010404002662,0.044979713893703546,0.06260303023952644,0.21771957553608962,0.16121457793339972,132
0,16,20,16,8,23,mred,112,0.045093601650354226,0.04283074312066329,0.06633794752150822,0.23144379350914066,0.1759301116538664,132
0,16,20,16,9,23,mse,229,0.04734980835438221,0.046295846172022675,0.06252595566937325,0.21428852104282683,0.15753569450328306,141
0,16,20,16,9,23,mred,224,0.045093601650354226,0.04283074312066329,0.06633794752150822,0.23144379350914066,0.1759301116538664,141
0,16,20,16,10,23,mse,457,0.04676331379506145,0.04560435605529725,0.06252023415129246,0.21600404828945824,0.15937513621834137,150
0,16,20,16,10,23,mred,449,0.044919699460352375,0.04279213029677389,0.06558782049687881,0.22972826626250928,0.17409066993880806,150
0,16,20,16,11,23,mse,915,0.04704841576240478,0.04594277756791262,0.06251202291552485,0.21514628466614252,0.15845541536081223,159
0,16,20,16,11,23,mred,898,0.044919699460352375,0.04279213029677389,0.06558782049687881,0.22972826626250928,0.17409066993880806,159
0,16,20,18,5,23,mse,14,0.04594318603136789,0.04362245973270236,0.06811521210288107,0.23791450681861526,0.18466389105261877,95
0,16,20,18,6,23,mse,29,0.0499832707546761,0.04940058214663926,0.06325491705528795,0.21069716777642294,0.15601232227177908,102
0,16,20,18,6,23,mred,28,0.04594318603136789,0.04362245973270236,0.06811521210288107,0.23791450681861526,0.18466389105261877,102
0,16,20,18,7,23,mse,57,0.04547393088081099,0.044125056221711964,0.06300327758961162,0.2243058372975191,0.17010431767855838,109
0,16,20,18,7,23,mred,56,0.04594318603136789,0.04362245973270236,0.06811521210288107,0.23791450681861526,0.18466389105261877,109
0,16,20,18,8,23,mse,115,0.047191840627994766,0.04625565092948042,0.062430310544433806,0.217501502536971,0.16282453099152822,116
0,16,20,18,8,23,mred,113,0.04499231569058233,0.0431738193921538,0.0649368344527896,0.23111017205806716,0.1773841043655886,116
0,16,20,18,9,23,mse,230,0.047191840627994766,0.04625565092948042,0.062430310544433806,0.217501502536971,0.16282453099152822,123
0,16,20,18,9,23,mred,226,0.04499231569058233,0.0431738193921538,0.0649368344527896,0.23111017205806716,0.1773841043655886,123
0,16,20,18,10,23,mse,460,0.047191840627994766,0.04625565092948042,0.062430310544433806,0.217501502536971,0.16282453099152822,130
0,16,20,18,10,23,mred,451,0.04508807084431587,0.043146950022210646,0.06562058216093282,0.2328112557482042,0.17920405103734613,130
0,16,20,18,11,23,mse,919,0.04691863527969553,0.04593291529005082,0.0624253884756249,0.21835204438203953,0.163734504327407,137
0,16,20,18,11,23,mred,902,0.04508807084431587,0.043146950022210646,0.06562058216093282,0.2328112557482042,0.17920405103734613,137
0,16,20,20,5,23,mse,15,0.056952047544426745,0.05737814445214709,0.06851324220415728,0.2574724258056803,0.17416078840459362,85
0,16,20,20,5,23,mred,14,0.05507840138801627,0.05300961174051703,0.07881035604242013,0.3069742640853016,0.22182642620243737,85
0,16,20,20,6,23,mse,29,0.04702686723003494,0.04660181298893255,0.06404030417900912,0.28222334494549095,0.1940345128525244,90
0,16,20,20,7,23,mse,59,0.05001491750526689,0.050142014838112425,0.06371625009415141,0.2698478853755856,0.18013855617756794,95
0,16,20,20,7,23,mred,58,0.04702686723003494,0.04660181298893255,0.06404030417900912,0.28222334494549095,0.1940345128525244,95
0,16,20,20,8,23,mse,117,0.047971160416593474,0.04785243815538922,0.06321390321465803,0.27603561516053826,0.18708653451504617,100
0,16,20,20,8,23,mred,115,0.04722697399193012,0.046441154154624444,0.06614566898281422,0.2884110747304436,0.20098249119000264,100
0,16,20,20,9,23,mse,234,0.047971160416593474,0.04785243815538922,0.06321390321465803,0.27603561516053826,0.18708653451504617,105
0,16,20,20,9,23,mred,231,0.046979109706375984,0.04637921852890679,0.06493911992393338,0.28531720983796727,0.19750850202126352,105
0,16,20,20,10,23,mse,468,0.047971160416593474,0.04785243815538922,0.06321390321465803,0.27603561516053826,0.18708653451504617,110
0,16,20,20,10,23,mred,461,0.047071355456088905,0.0463785019017022,0.06550488893508453,0.2868641422842054,0.1992454966056331,110
0,16,20,20,11,23,mse,937,0.048167887551985186,0.04808287230229694,0.06320387481525652,0.2752621489374192,0.18621803722286137,115
0,16,20,20,11,23,mred,923,0.04701563114164797,0.04636929961956182,0.06521249996232274,0.28609067606108635,0.1983769993134483,115
0,16,20,22,5,23,mse,16,0.07700522863800355,0.0817381651864775,0.09450300657334128,0.5474117643006051,0.2815689504667247,75
0,16,20,22,6,23,mse,32,0.07700522863800355,0.0817381651864775,0.09450300657334128,0.5474117643006051,0.2815689504667247,78
0,16,22,14,5,23,mse,13,0.10254651898643659,0.10079889604337464,0.1275842339992096,0.3611626083418255,0.28297165113820316,103
0,16,22,14,5,23,mred,12,0.10342174029571002,0.09147966893636146,0.14295566246685193,0.2943529518657927,0.2650493191895947,103
0,16,22,14,6,23,mse,26,0.10254651898643659,0.10079889604337464,0.1275842339992096,0.3611626083418255,0.28297165113820316,114
0,16,22,14,6,23,mred,24,0.10342174029571002,0.09147966893636146,0.14295566246685193,0.2943529518657927,0.2650493191895947,114
0,16,22,14,7,23,mse,51,0.09931547319257866,0.09509226458377583,0.1265090177211126,0.33498640433525195,0.2582991193855454,125
0,16,22,14,7,23,mred,49,0.09980423280239009,0.0903681238447074,0.1344761090225565,0.28263399632210484,0.2533833753797948,125
0,16,22,14,8,23,mse,102,0.09931547319257866,0.09509226458377583,0.1265090177211126,0.33498640433525195,0.2582991193855454,136
0,16,22,14,8,23,mred,98,0.09980423280239009,0.0903681238447074,0.1344761090225565,0.28263399632210484,0.2533833753797948,136
0,16,22,14,9,23,mse,205,0.09991111149265969,0.09631922206326898,0.1264546545384062,0.34153045533689536,0.2644672523237098,147
0,16,22,14,9,23,mred,196,0.09980423280239009,0.0903681238447074,0.1344761090225565,0.28263399632210484,0.2533833753797948,147
0,16,22,14,10,23,mse,410,0.09991111149265969,0.09631922206326898,0.1264546545384062,0.34153045533689536,0.2644672523237098,158
0,16,22,14,10,23,mred,392,0.09980423280239009,0.0903681238447074,0.1344761090225565,0.28263399632210484,0.2533833753797948,158
0,16,22,14,11,23,mse,819,0.09975035435629781,0.0960020519051937,0.12644797074828365,0.3398944425864845,0.26292521908916877,169
0,16,22,14,11,23,mred,783,0.09996170196649123,0.09036478730640382,0.1349266962666356,0.280997983571694,0.2538193168585474,169
0,16,22,16,5,23,mse,13,0.10235412983564274,0.10050930748081496,0.1274362785461141,0.3611626083418255,0.28297165113820316,93
0,16,22,16,5,23,mred,12,0.10358542990337938,0.09156948753825603,0.1432563623100185,0.29509495717403056,0.2650493191895947,93
0,16,22,16,6,23,mse,26,0.10235412983564274,0.10050930748081496,0.1274362785461141,0.3611626083418255,0.28297165113820316,102
0,16,22,16,6,23,mred,25,0.09844258964729438,0.09152680279333625,0.1289699396526847,0.3088102003286784,0.24810072333834385,102
0,16,22,16,7,23,mse,51,0.09922144586296788,0.09490294218293632,0.1264896744456103,0.33498640433525195,0.2582991193855454,111
0,16,22,16,7,23,mred,49,0.09988023598448656,0.09036107831035453,0.13468789057545125,0.28263399632210484,0.25420847472251645,111
0,16,22,16,8,23,mse,102,0.09922144586296788,0.09490294218293632,0.1264896744456103,0.33498640433525195,0.2582991193855454,120
0,16,22,16,8,23,mred,98,0.09988023598448656,0.09036107831035453,0.13468789057545125,0.28263399632210484,0.25420847472251645,120
0,16,22,16,9,23,mse,205,0.09979611871277011,0.09611006153206114,0.1264033006994696,0.34153045533689536,0.2644672523237098,129
0,16,22,16,9,23,mred,196,0.09988023598448656,0.09036107831035453,0.13468789057545125,0.28263399632210484,0.25420847472251645,129
0,16,22,16,10,23,mse,410,0.09979611871277011,0.09611006153206114,0.1264033006994696,0.34153045533689536,0.2644672523237098,138
0,16,22,16,10,23,mred,392,0.09988023598448656,0.09036107831035453,0.13468789057545125,0.28263399632210484,0.25420847472251645,138
0,16,22,16,11,23,mse,820,0.09979611871277011,0.09611006153206114,0.1264033006994696,0.34153045533689536,0.2644672523237098,147
0,16,22,16,11,23,mred,784,0.09988023598448656,0.09036107831035453,0.13468789057545125,0.28263399632210484,0.25420847472251645,147
0,16,22,18,5,23,mse,13,0.10138048952762521,0.09892590133523138,0.12674915967306222,0.3611626083418255,0.2777349938482706,83
0,16,22,18,5,23,mred,12,0.10462669241828162,0.09213487268475988,0.1452214256354348,0.2995469890234577,0.26766087033465297,83
0,16,22,18,6,23,mse,26,0.10138048952762521,0.09892590133523138,0.12674915967306222,0.3611626083418255,0.2777349938482706,90
0,16,22,18,6,23,mred,25,0.09850973142707228,0.09100378317945565,0.12978645842508824,0.3088102003286784,0.24847213463467221,90
0,16,22,18,7,23,mse,51,0.09879816195843452,0.09387840752530105,0.12657701939582927,0.33498640433525195,0.25347526347952803,97
0,16,22,18,7,23,mred,49,0.1004566833357391,0.09041137750823296,0.1361385262591471,0.28495421796144643,0.2548519684035197,97
0,16,22,18,8,23,mse,103,0.09979335725204314,0.09612382316645737,0.12623488754983103,0.34807450633853876,0.2654490804458834,104
0,16,22,18,8,23,mred,99,0.09919448577140676,0.09040988969993706,0.13259265717794683,0.2957220983253916,0.2494181238194335,104
0,16,22,18,9,23,mse,206,0.09979335725204314,0.09612382316645737,0.12623488754983103,0.34807450633853876,0.2654490804458834,111
0,16,22,18,9,23,mred,197,0.09976432046718303,0.0903461087982638,0.13427650884953848,0.28917804732374824,0.25157454520885436,111
0,16,22,18,10,23,mse,412,0.09979335725204314,0.09612382316645737,0.12623488754983103,0.34807450633853876,0.2654490804458834,118
0,16,22,18,10,23,mred,394,0.09976432046718303,0.0903461087982638,0.13427650884953848,0.28917804732374824,0.25157454520885436,118
0,16,22,18,11,23,mse,823,0.09963333461214696,0.0958104329719397,0.12623079468347376,0.3464384935881279,0.26391334127058497,125
0,16,22,18,11,23,mred,788,0.09976432046718303,0.0903461087982638,0.13427650884953848,0.28917804732374824,0.25157454520885436,125
0,16,22,20,5,23,mse,13,0.09869005749590179,0.09390396950240779,0.12591154101119792,0.3611626083418255,0.2499153022423164,73
0,16,22,20,6,23,mse,26,0.09869005749590179,0.09390396950240779,0.12591154101119792,0.3611626083418255,0.2499153022423164,78
0,16,22,20,6,23,mred,25,0.1001568775540384,0.09057000263285361,0.13465260810049454,0.3088102003286784,0.2528952458839672,78
0,16,22,20,7,23,mse,52,0.09869005749590179,0.09390396950240779,0.12591154101119792,0.3611626083418255,0.2499153022423164,83
0,16,22,20,7,23,mred,50,0.1001568775540384,0.09057000263285361,0.13465260810049454,0.3088102003286784,0.2528952458839672,83
0,16,22,20,8,23,mse,105,0.09971079031096802,0.09610389398089333,0.12572660589886667,0.3742507103451123,0.2580344300036102,88
0,16,22,20,8,23,mred,100,0.1001568775540384,0.09057000263285361,0.13465260810049454,0.3088102003286784,0.2528952458839672,88
0,16,22,20,9,23,mse,209,0.09913497210335354,0.09493922607603991,0.1257151722065575,0.3677066593434689,0.2520437898607359,93
0,16,22,20,9,23,mred,201,0.09951876223938591,0.09052006553057523,0.1329045555007711,0.3153542513303218,0.25013070928630676,93
0,16,22,20,10,23,mse,419,0.0994037051045221,0.0955037816014788,0.12569489312929477,0.37097868484429064,0.25503910993217305,98
0,16,22,20,10,23,mred,402,0.09951876223938591,0.09052006553057523,0.1329045555007711,0.3153542513303218,0.25013070928630676,98
0,16,22,20,11,23,mse,838,0.0994037051045221,0.0955037816014788,0.12569489312929477,0.37097868484429064,0.25503910993217305,103
0,16,22,20,11,23,mred,804,0.09951876223938591,0.09052006553057523,0.1329045555007711,0.3153542513303218,0.25013070928630676,103
0,16,22,22,5,23,mse,14,0.10517251896044295,0.10139511327371342,0.13261680115654997,0.3929051860921088,0.2872148469984642,63
0,16,22,22,6,23,mse,28,0.10517251896044295,0.10139511327371342,0.13261680115654997,0.3929051860921088,0.2872148469984642,66
0,16,22,22,6,23,mred,27,0.1069256791054182,0.09987607499893895,0.13897590234992377,0.3431585723031049,0.272100588970987,66
0,16,22,22,7,23,mse,56,0.10517251896044295,0.10139511327371342,0.13261680115654997,0.3929051860921088,0.2872148469984642,69
0,16,22,22,7,23,mred,55,0.10509342461804033,0.099687109304887,0.13449199959715136,0.3680318791976069,0.26883550048603433,69
0,16,22,22,8,23,mse,112,0.10517251896044295,0.10139511327371342,0.13261680115654997,0.3929051860921088,0.2872148469984642,72
0,16,22,22,8,23,mred,109,0.10577493246722874,0.0995537110651033,0.13642043289348726,0.3555952257503559,0.26984730621191866,72
0,16,22,22,9,23,mse,225,0.10547016285730203,0.10210955150404252,0.13257196885950887,0.39912351281573427,0.2929613418511359,75
0,16,22,22,9,23,mred,218,0.10577493246722874,0.0995537110651033,0.13642043289348726,0.3555952257503559,0.26984730621191866,75
0,16,22,22,10,23,mse,450,0.10547016285730203,0.10210955150404252,0.13257196885950887,0.39912351281573427,0.2929613418511359,78
0,16,22,22,10,23,mred,437,0.1055605216604702,0.09954477134454807,0.13587834871697596,0.3587043891121686,0.2710012436526902,78
0,16,22,22,11,23,mse,899,0.10538423438889497,0.10191984456393002,0.1325671499739499,0.39756893113482794,0.291524718137968,81
0,16,22,22,11,23,mred,874,0.1055605216604702,0.09954477134454807,0.13587834871697596,0.3587043891121686,0.2710012436526902,81
0,18,14,14,5,23,mse,15,0.04430715746632857,0.0454390289372532,0.05538672058323132,0.2921087930038171,0.21551859459253891,139
0,18,14,14,6,23,mse,30,0.04430715746632857,0.0454390289372532,0.05538672058323132,0.2921087930038171,0.21551859459253891,150
0,18,14,14,6,23,mred,29,0.04174011430047056,0.04206824447015035,0.06391671170763163,0.3157051665703565,0.24166797477278762,150
0,18,14,14,7,23,mse,60,0.04430715746632857,0.0454390289372532,0.05538672058323132,0.2921087930038171,0.21551859459253891,161
0,18,14,14,7,23,mred,59,0.04073891295398334,0.04156119967697635,0.05702703123405145,0.3039069797870868,0.22859328468266327,161
0,18,14,14,8,23,mse,120,0.04430715746632857,0.0454390289372532,0.05538672058323132,0.2921087930038171,0.21551859459253891,172
0,18,14,14,8,23,mred,117,0.04052595428106042,0.041117831707194005,0.05989662244004396,0.30980607317872166,0.23513062972772544,172
0,18,14,14,9,23,mse,239,0.043057208342819134,0.04413785820673986,0.05525355733143087,0.2950583396996345,0.21878726711507,183
0,18,14,14,9,23,mred,234,0.04052595428106042,0.041117831707194005,0.05989662244004396,0.30980607317872166,0.23513062972772544,183
0,18,14,14,10,23,mse,478,0.043057208342819134,0.04413785820673986,0.05525355733143087,0.2950583396996345,0.21878726711507,194
0,18,14,14,10,23,mred,468,0.04052595428106042,0.041117831707194005,0.05989662244004396,0.30980607317872166,0.23513062972772544,194
0,18,14,14,11,23,mse,957,0.04335038640419506,0.04444427904288915,0.05525248345855371,0.2943209530256801,0.21797009898443723,205
0,18,14,14,11,23,mred,937,0.04048783161742773,0.041110975590199786,0.05947094854180132,0.30906868650476726,0.23431346159709268,205
0,18,14,16,5,23,mse,15,0.04389518412937039,0.04506527929297533,0.055307161707409014,0.2956306398047931,0.21736118457945391,129
0,18,14,16,6,23,mse,30,0.04389518412937039,0.04506527929297533,0.055307161707409014,0.2956306398047931,0.21736118457945391,138
0,18,14,16,6,23,mred,29,0.04209332726875005,0.04245957069514695,0.0645652521684728,0.31910961847796665,0.24344914509347212,138
0,18,14,16,7,23,mse,60,0.04389518412937039,0.04506527929297533,0.055307161707409014,0.2956306398047931,0.21736118457945391,147
0,18,14,16,7,23,mred,59,0.04064054719126817,0.04149836253995483,0.05735968568113428,0.3073701291413799,0.230405164836463,147
0,18,14,16,8,23,mse,120,0.04389518412937039,0.04506527929297533,0.055307161707409014,0.2956306398047931,0.21736118457945391,156
0,18,14,16,8,23,mred,117,0.040614094301699044,0.04124303678620532,0.06040274670414115,0.3132398738096733,0.23692715496496755,156
0,18,14,16,9,23,mse,239,0.042719515653965964,0.043839670865271976,0.05528120698871225,0.2985655121389398,0.2206221796437062,165
0,18,14,16,9,23,mred,235,0.04047963688687355,0.04122848498760527,0.058728910782046784,0.3103050014755266,0.2336661599007153,165
0,18,14,16,10,23,mse,479,0.043278545947635735,0.04442477684888617,0.055248439459275024,0.29709807597186644,0.21899168211158004,174
0,18,14,16,10,23,mred,469,0.040507594669441455,0.04119786108409414,0.059529248752870474,0.31177243764259993,0.23529665743284142,174
0,18,14,16,11,23,mse,958,0.043278545947635735,0.04442477684888617,0.055248439459275024,0.29709807597186644,0.21899168211158004,183
0,18,14,16,11,23,mred,938,0.040507594669441455,0.04119786108409414,0.059529248752870474,0.31177243764259993,0.23529665743284142,183
0,18,14,18,5,23,mse,15,0.04256603122527824,0.043906412319934626,0.05541063704752271,0.3099163536968695,0.22605433670741126,119
0,18,14,18,6,23,mse,30,0.04256603122527824,0.043906412319934626,0.05541063704752271,0.3099163536968695,0.22605433670741126,126
0,18,14,18,7,23,mse,60,0.04256603122527824,0.043906412319934626,0.05541063704752271,0.3099163536968695,0.22605433670741126,133
0,18,14,18,7,23,mred,59,0.04066807959917975,0.04168567767603659,0.05909028213827999,0.32141774780192167,0.2389534310956211,133
0,18,14,18,8,23,mse,120,0.04256603122527824,0.043906412319934626,0.05541063704752271,0.3099163536968695,0.22605433670741126,140
0,18,14,18,8,23,mred,118,0.04066807959917975,0.04168567767603659,0.05909028213827999,0.32141774780192167,0.2389534310956211,140
0,18,14,18,9,23,mse,241,0.04367916149144014,0.04506224691038026,0.05536369600612979,0.30704100517060645,0.2228295631103588,147
0,18,14,18,9,23,mred,236,0.04066807959917975,0.04168567767603659,0.05909028213827999,0.32141774780192167,0.2389534310956211,147
0,18,14,18,10,23,mse,481,0.043089920227620274,0.044453789293653276,0.05534195718935829,0.30847867943373797,0.22444194990888505,154
0,18,14,18,10,23,mred,472,0.04066807959917975,0.04168567767603659,0.05909028213827999,0.32141774780192167,0.2389534310956211,154
0,18,14,18,11,23,mse,963,0.04337534879576711,0.04474979668541765,0.055341520535735364,0.30775984230217224,0.22363575650962195,161
0,18,14,18,11,23,mred,944,0.04066807959917975,0.04168567767603659,0.05909028213827999,0.32141774780192167,0.2389534310956211,161
0,18,14,20,5,23,mse,15,0.044437816604304514,0.04677995176805337,0.0631901226406703,0.35466573556069414,0.27595009644084945,109
0,18,14,20,6,23,mse,31,0.04918787794300299,0.05151376425053413,0.05993689105512426,0.3331545934127173,0.25181509965554444,114
0,18,14,20,6,23,mred,30,0.044437816604304514,0.04677995176805337,0.0631901226406703,0.35466573556069414,0.27595009644084945,114
0,18,14,20,7,23,mse,61,0.04468968507480663,0.04713061785056018,0.05902948052372168,0.34391016448670575,0.2638825980481969,119
