dataset,design,mode,count,mred_pct,rmse,signed_mean,max_re_pct,p99_re_pct,exact_fraction
near_diagonal,input_div_realquot_b9_half0,DIV,200000,0.002094030947450763,0.00012203441639682665,4.425401854787459e-08,0.19341182789348169,0.0015225208856903978,0.0
near_diagonal,input_div_shortquot_b9_half0,DIV,200000,0.0023037105381403648,0.00014490255157119294,-2.0525207188145757e-06,0.19416920029116644,0.0015225208856903978,0.0
near_diagonal,input_mul_b9_half1,MUL,200000,0.0668028651750877,0.001705224476452411,-1.022537849110634e-06,0.19350091855271656,0.16847346002133493,0.0
near_diagonal,input_div_realquot_b9_half1,DIV,200000,0.0020932809655133805,0.00012194408701076557,5.1753751122182165e-08,0.19322201801759872,0.0015225208856903978,0.0
near_diagonal,input_div_shortquot_b9_half1,DIV,200000,0.0023037105381403648,0.00014490255157119294,-2.0525207188145757e-06,0.19416920029116644,0.0015225208856903978,0.0
near_diagonal,input_mul_b9_nearest,MUL,200000,0.06643727790215134,0.0016999404035543406,1.099959709483116e-06,0.1934815566196042,0.16827249120080912,0.0
near_diagonal,input_div_b9_nearest,DIV,200000,0.002116786535491721,0.0001225610699037706,-1.8703298957928937e-07,0.19341035461261427,0.0015229344257501134,0.0
near_diagonal,OAM_ideal_L0,MUL,200000,4.5470075759830015,0.1117701917208166,-0.08326745291521327,24.99819402925853,23.54162819248795,0.0
near_diagonal,OAD_ideal_L0,DIV,200000,0.0001795329834556826,2.1691237594944606e-06,4.019159012989293e-07,0.0005086040498795613,0.0004935641163482686,0.0
near_diagonal,OAM_ideal_L1,MUL,200000,1.069430879518272,0.027966295036461294,-0.020847180452249207,6.249247517613254,5.648431858214069,0.0
near_diagonal,OAD_ideal_L1,DIV,200000,0.00013449515637915227,0.00012906750148045516,-2.956189388755137e-07,4.081390669356953,0.00029011812025656243,0.0
near_diagonal,OAM_ideal_L2,MUL,200000,0.2626789446663376,0.0069964526918766526,-0.005214763985029619,1.562161387805943,1.2972724364060126,0.0
near_diagonal,OAD_ideal_L2,DIV,200000,8.475018646503943e-05,7.015389246025227e-05,-3.433698328515605e-07,1.6526646331185773,0.00015451492011443925,0.0
near_diagonal,OAM_ideal_L3,MUL,200000,0.06526500059523228,0.0017485414142113021,-0.0013025856317348905,0.39046510440611976,0.2963814376672377,0.0
near_diagonal,OAD_ideal_L3,DIV,200000,6.681005424757741e-05,3.961535437009602e-05,-4.221215501064829e-07,0.5539189374400099,7.750333030770195e-05,0.0
near_diagonal,PLSAD_ideal_8planes,DIV,200000,0.7801093273916965,0.009815917380090055,-0.0024393973053436894,3.1251851067933143,2.8720135221494587,0.0
near_diagonal,Mitchell_ideal,MUL,200000,3.8390815601806865,0.1118949256742691,-0.08342940788020865,11.11106165911471,10.91518569622896,0.0
near_diagonal,Mitchell_ideal,DIV,200000,0.00029450807137113385,3.6355005999794673e-06,2.9450450274927976e-06,0.0007629210814111387,0.0007478811096309282,0.0
near_diagonal,FPD2D_unquantized_LP_2x4,DIV,200000,0.38912241178323725,0.004785586070750265,0.0011253675116999144,1.8447111881364922,1.1227516221053324,0.0
near_diagonal,FPD2D_unquantized_LP_2x8,DIV,200000,0.1903065814623143,0.0026444519000068333,0.0002144171938488338,0.8766750487070327,0.7958600782632256,0.0
near_diagonal,FPD2D_unquantized_LP_4x8,DIV,200000,0.09891614340455002,0.0012379964030284137,0.00027048061265347935,0.66565371542375,0.3312803656908748,0.0
near_diagonal,FPD2D_unquantized_LP_8x8,DIV,200000,0.03491673607499469,0.0003782101530662325,0.0003483935008013645,0.5007143935982125,0.06544067571496659,0.0
log_uniform,input_mul_b3_half0,MUL,200000,8.55083834110285,0.19121601998570514,-0.1739996164846977,20.837624155335018,16.91398600647003,0.0
log_uniform,input_div_realquot_b3_half0,DIV,200000,3.1937986940624272,0.04315868430724462,0.0030287443817522855,12.450265723835608,9.58214657246917,0.0
log_uniform,input_div_shortquot_b3_half0,DIV,200000,3.4758070707984685,0.04521975212684188,-0.007172319415561512,14.016311501196599,10.419769020656707,0.0
